source,description,grade,unit_clean,quantity_m3,ef_baseline,scenario,ggbs_fraction,ef_adjusted,carbon_kgCO2e,premium_inr,saved_per_m3
PA,Twelfth Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Twelfth Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Twelfth Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Thirteenth Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Thirteenth Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Thirteenth Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Fourteenth Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Fourteenth Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Fourteenth Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Fifteenth Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Fifteenth Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Fifteenth Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Sixteenth Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Sixteenth Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Sixteenth Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Seventeenth Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Seventeenth Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Seventeenth Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Eighteenth Floor,M30,m3,510.3056650000001,331.2,A_baseline,0.0,331.2,169013.236,0.0,0.0
PA,Eighteenth Floor,M30,m3,510.3056650000001,331.2,B_30pct,0.3,251.4,128290.844,32531.99,79.8
PA,Eighteenth Floor,M30,m3,510.3056650000001,331.2,C_50pct,0.5,198.2,101142.583,54219.98,133.0
PA,Nineteenth Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Nineteenth Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Nineteenth Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Twentieth Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Twentieth Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Twentieth Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Twenty First Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Twenty First Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Twenty First Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Twenty Second Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Twenty Second Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Twenty Second Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Twenty Third Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Twenty Third Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Twenty Third Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Twenty Fourth Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Twenty Fourth Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Twenty Fourth Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Twenty Fifth Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Twenty Fifth Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Twenty Fifth Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Twenty Sixth Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Twenty Sixth Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Twenty Sixth Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Twenty Seventh Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Twenty Seventh Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Twenty Seventh Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Twenty Eighth Floor,M30,m3,510.3056650000001,331.2,A_baseline,0.0,331.2,169013.236,0.0,0.0
PA,Twenty Eighth Floor,M30,m3,510.3056650000001,331.2,B_30pct,0.3,251.4,128290.844,32531.99,79.8
PA,Twenty Eighth Floor,M30,m3,510.3056650000001,331.2,C_50pct,0.5,198.2,101142.583,54219.98,133.0
PA,Twenty Ninth Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Twenty Ninth Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Twenty Ninth Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Thirtyeth Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Thirtyeth Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Thirtyeth Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Thirty First Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Thirty First Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Thirty First Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Thirty Second Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Thirty Second Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Thirty Second Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Thirty Three Floor,M30,m3,459.3656650000001,331.2,A_baseline,0.0,331.2,152141.908,0.0,0.0
PA,Thirty Three Floor,M30,m3,459.3656650000001,331.2,B_30pct,0.3,251.4,115484.528,29284.56,79.8
PA,Thirty Three Floor,M30,m3,459.3656650000001,331.2,C_50pct,0.5,198.2,91046.275,48807.6,133.0
PA,Terrace,M30,m3,465.0986700000001,331.2,A_baseline,0.0,331.2,154040.68,0.0,0.0
PA,Terrace,M30,m3,465.0986700000001,331.2,B_30pct,0.3,251.4,116925.806,29650.04,79.8
PA,Terrace,M30,m3,465.0986700000001,331.2,C_50pct,0.5,198.2,92182.556,49416.73,133.0
PA,Above Terrace,M30,m3,331.61810125,331.2,A_baseline,0.0,331.2,109831.915,0.0,0.0
PA,Above Terrace,M30,m3,331.61810125,331.2,B_30pct,0.3,251.4,83368.791,21140.65,79.8
PA,Above Terrace,M30,m3,331.61810125,331.2,C_50pct,0.5,198.2,65726.708,35234.42,133.0
PA,"Raft Foundation for Tower columns, Core walls, Retaining walls",M30,m3,10041.1333,331.2,A_baseline,0.0,331.2,3325623.349,0.0,0.0
PA,"Raft Foundation for Tower columns, Core walls, Retaining walls",M30,m3,10041.1333,331.2,B_30pct,0.3,251.4,2524340.912,640122.25,79.8
PA,"Raft Foundation for Tower columns, Core walls, Retaining walls",M30,m3,10041.1333,331.2,C_50pct,0.5,198.2,1990152.62,1066870.41,133.0
PA,"Footings for Podium columns, Core walls, Retaining walls",M25,m3,1565.1500716332378,301.8,A_baseline,0.0,301.8,472362.292,0.0,0.0
PA,"Footings for Podium columns, Core walls, Retaining walls",M25,m3,1565.1500716332378,301.8,B_30pct,0.3,228.84,358168.942,99778.32,72.96
PA,"Footings for Podium columns, Core walls, Retaining walls",M25,m3,1565.1500716332378,301.8,C_50pct,0.5,180.2,282040.043,166297.2,121.6
PA,"Grade slab of 250mm / 300 mm thickness, including the folds for catch basins, ra",M25,m3,2037.5155802292263,301.8,A_baseline,0.0,301.8,614922.202,0.0,0.0
PA,"Grade slab of 250mm / 300 mm thickness, including the folds for catch basins, ra",M25,m3,2037.5155802292263,301.8,B_30pct,0.3,228.84,466265.065,129891.62,72.96
PA,"Grade slab of 250mm / 300 mm thickness, including the folds for catch basins, ra",M25,m3,2037.5155802292263,301.8,C_50pct,0.5,180.2,367160.308,216486.03,121.6
PA,Retaining walls - Grade M25,M25,m3,1830.0,301.8,A_baseline,0.0,301.8,552294.0,0.0,0.0
PA,Retaining walls - Grade M25,M25,m3,1830.0,301.8,B_30pct,0.3,228.84,418777.2,116662.5,72.96
PA,Retaining walls - Grade M25,M25,m3,1830.0,301.8,C_50pct,0.5,180.2,329766.0,194437.5,121.6
PA,Ramp Beam - Grade M25,M25,m3,69.0,301.8,A_baseline,0.0,301.8,20824.2,0.0,0.0
PA,Ramp Beam - Grade M25,M25,m3,69.0,301.8,B_30pct,0.3,228.84,15789.96,4398.75,72.96
PA,Ramp Beam - Grade M25,M25,m3,69.0,301.8,C_50pct,0.5,180.2,12433.8,7331.25,121.6
PA,Ramp slab - Grade M25,M25,m3,160.0,301.8,A_baseline,0.0,301.8,48288.0,0.0,0.0
PA,Ramp slab - Grade M25,M25,m3,160.0,301.8,B_30pct,0.3,228.84,36614.4,10200.0,72.96
PA,Ramp slab - Grade M25,M25,m3,160.0,301.8,C_50pct,0.5,180.2,28832.0,17000.0,121.6
PA,RCC Parapet / upstand at all levels of specified thickness - Grade M25,M25,m3,425.0,301.8,A_baseline,0.0,301.8,128265.0,0.0,0.0
PA,RCC Parapet / upstand at all levels of specified thickness - Grade M25,M25,m3,425.0,301.8,B_30pct,0.3,228.84,97257.0,27093.75,72.96
PA,RCC Parapet / upstand at all levels of specified thickness - Grade M25,M25,m3,425.0,301.8,C_50pct,0.5,180.2,76585.0,45156.25,121.6
PA,Bottom slab,M30,m3,375.0,331.2,A_baseline,0.0,331.2,124200.0,0.0,0.0
PA,Bottom slab,M30,m3,375.0,331.2,B_30pct,0.3,251.4,94275.0,23906.25,79.8
PA,Bottom slab,M30,m3,375.0,331.2,C_50pct,0.5,198.2,74325.0,39843.75,133.0
PA,Walls,M30,m3,250.0,331.2,A_baseline,0.0,331.2,82800.0,0.0,0.0
PA,Walls,M30,m3,250.0,331.2,B_30pct,0.3,251.4,62850.0,15937.5,79.8
PA,Walls,M30,m3,250.0,331.2,C_50pct,0.5,198.2,49550.0,26562.5,133.0
PA,Top slab,M30,m3,69.0,331.2,A_baseline,0.0,331.2,22852.8,0.0,0.0
PA,Top slab,M30,m3,69.0,331.2,B_30pct,0.3,251.4,17346.6,4398.75,79.8
PA,Top slab,M30,m3,69.0,331.2,C_50pct,0.5,198.2,13675.8,7331.25,133.0
PA,Plat Form slab,M30,m3,91.0,331.2,A_baseline,0.0,331.2,30139.2,0.0,0.0
PA,Plat Form slab,M30,m3,91.0,331.2,B_30pct,0.3,251.4,22877.4,5801.25,79.8
PA,Plat Form slab,M30,m3,91.0,331.2,C_50pct,0.5,198.2,18036.2,9668.75,133.0
PA,Wall,M30,m3,58.5,331.2,A_baseline,0.0,331.2,19375.2,0.0,0.0
PA,Wall,M30,m3,58.5,331.2,B_30pct,0.3,251.4,14706.9,3729.37,79.8
PA,Wall,M30,m3,58.5,331.2,C_50pct,0.5,198.2,11594.7,6215.62,133.0
PA,Staircase at all floors & heights,M25,m3,167.36,301.8,A_baseline,0.0,301.8,50509.248,0.0,0.0
PA,Staircase at all floors & heights,M25,m3,167.36,301.8,B_30pct,0.3,228.84,38298.662,10669.2,72.96
PA,Staircase at all floors & heights,M25,m3,167.36,301.8,C_50pct,0.5,180.2,30158.272,17782.0,121.6
PA,Chejjas / Lofts,M25,m3,10.0,301.8,A_baseline,0.0,301.8,3018.0,0.0,0.0
PA,Chejjas / Lofts,M25,m3,10.0,301.8,B_30pct,0.3,228.84,2288.4,637.5,72.96
PA,Chejjas / Lofts,M25,m3,10.0,301.8,C_50pct,0.5,180.2,1802.0,1062.5,121.6
PA,RCC Brackets / Fins / Ledges at all levels,M25,m3,10.0,301.8,A_baseline,0.0,301.8,3018.0,0.0,0.0
PA,RCC Brackets / Fins / Ledges at all levels,M25,m3,10.0,301.8,B_30pct,0.3,228.84,2288.4,637.5,72.96
PA,RCC Brackets / Fins / Ledges at all levels,M25,m3,10.0,301.8,C_50pct,0.5,180.2,1802.0,1062.5,121.6
PA,Electrical High Mast,M25,m3,15.0,301.8,A_baseline,0.0,301.8,4527.0,0.0,0.0
PA,Electrical High Mast,M25,m3,15.0,301.8,B_30pct,0.3,228.84,3432.6,956.25,72.96
PA,Electrical High Mast,M25,m3,15.0,301.8,C_50pct,0.5,180.2,2703.0,1593.75,121.6
PA,Bottom Slab,M25,m3,141.11903999999998,301.8,A_baseline,0.0,301.8,42589.726,0.0,0.0
PA,Bottom Slab,M25,m3,141.11903999999998,301.8,B_30pct,0.3,228.84,32293.681,8996.34,72.96
PA,Bottom Slab,M25,m3,141.11903999999998,301.8,C_50pct,0.5,180.2,25429.651,14993.9,121.6
PA,RCC Walls,M25,m3,205.48973066666665,301.8,A_baseline,0.0,301.8,62016.801,0.0,0.0
PA,RCC Walls,M25,m3,205.48973066666665,301.8,B_30pct,0.3,228.84,47024.27,13099.97,72.96
PA,RCC Walls,M25,m3,205.48973066666665,301.8,C_50pct,0.5,180.2,37029.249,21833.28,121.6
PA,Ground floor,M50,m3,1002.3976375000004,420.0,A_baseline,0.0,420.0,421007.008,0.0,0.0
PA,Ground floor,M50,m3,1002.3976375000004,420.0,B_30pct,0.3,317.4,318161.01,63902.85,102.6
PA,Ground floor,M50,m3,1002.3976375000004,420.0,C_50pct,0.5,249.0,249597.012,106504.75,171.0
PA,1F-5F,M40,m3,5127.1991125,381.5,A_baseline,0.0,381.5,1956026.461,0.0,0.0
PA,1F-5F,M40,m3,5127.1991125,381.5,B_30pct,0.3,290.3,1488425.902,326858.94,91.2
PA,1F-5F,M40,m3,5127.1991125,381.5,C_50pct,0.5,229.5,1176692.196,544764.91,152.0
PA,6F-11F,M35,m3,5890.765700000001,356.3,A_baseline,0.0,356.3,2098879.819,0.0,0.0
PA,6F-11F,M35,m3,5890.765700000001,356.3,B_30pct,0.3,269.66,1588503.879,375536.31,86.64
PA,6F-11F,M35,m3,5890.765700000001,356.3,C_50pct,0.5,211.9,1248253.252,625893.86,144.4
PA,12F-Terrace,M30,m3,19885.088355000004,331.2,A_baseline,0.0,331.2,6585941.263,0.0,0.0
PA,12F-Terrace,M30,m3,19885.088355000004,331.2,B_30pct,0.3,251.4,4999111.212,1267674.38,79.8
PA,12F-Terrace,M30,m3,19885.088355000004,331.2,C_50pct,0.5,198.2,3941224.512,2112790.64,133.0
PA,1F-Terrace,M30,m3,4841.062117750001,331.2,A_baseline,0.0,331.2,1603359.773,0.0,0.0
PA,1F-Terrace,M30,m3,4841.062117750001,331.2,B_30pct,0.3,251.4,1217043.016,308617.71,79.8
PA,1F-Terrace,M30,m3,4841.062117750001,331.2,C_50pct,0.5,198.2,959498.512,514362.85,133.0
PA,GF-Terrace,M30,m3,875.9563529999997,331.2,A_baseline,0.0,331.2,290116.744,0.0,0.0
PA,GF-Terrace,M30,m3,875.9563529999997,331.2,B_30pct,0.3,251.4,220215.427,55842.22,79.8
PA,GF-Terrace,M30,m3,875.9563529999997,331.2,C_50pct,0.5,198.2,173614.549,93070.36,133.0
PA,Additional rate payable over & above -Item 2.03 from structural BOQ for reason i,M10,m3,610.0,232.8,A_baseline,0.0,232.8,142008.0,0.0,0.0
PA,Additional rate payable over & above -Item 2.03 from structural BOQ for reason i,M10,m3,610.0,232.8,B_30pct,0.3,175.8,107238.0,38887.5,57.0
PA,Additional rate payable over & above -Item 2.03 from structural BOQ for reason i,M10,m3,610.0,232.8,C_50pct,0.5,137.8,84058.0,64812.5,95.0
PA,Additional rate over & above -Item 2.05G due to variation in cementetious conten,M30,m3,10041.13,331.2,A_baseline,0.0,331.2,3325622.256,0.0,0.0
PA,Additional rate over & above -Item 2.05G due to variation in cementetious conten,M30,m3,10041.13,331.2,B_30pct,0.3,251.4,2524340.082,640122.04,79.8
PA,Additional rate over & above -Item 2.05G due to variation in cementetious conten,M30,m3,10041.13,331.2,C_50pct,0.5,198.2,1990151.966,1066870.06,133.0
PA,Additional rate over and above - Item 2.05 H of Stuctural BOQ due concrete grade,M25,m3,1520.4430849999972,301.8,A_baseline,0.0,301.8,458869.723,0.0,0.0
PA,Additional rate over and above - Item 2.05 H of Stuctural BOQ due concrete grade,M25,m3,1520.4430849999972,301.8,B_30pct,0.3,228.84,347938.196,96928.25,72.96
PA,Additional rate over and above - Item 2.05 H of Stuctural BOQ due concrete grade,M25,m3,1520.4430849999972,301.8,C_50pct,0.5,180.2,273983.844,161547.08,121.6
PA,M50 Grade of concrete,M50,m3,1248.43,420.0,A_baseline,0.0,420.0,524340.6,0.0,0.0
PA,M50 Grade of concrete,M50,m3,1248.43,420.0,B_30pct,0.3,317.4,396251.682,79587.41,102.6
PA,M50 Grade of concrete,M50,m3,1248.43,420.0,C_50pct,0.5,249.0,310859.07,132645.69,171.0
PA,M40 Grade of concrete,M40,m3,6470.03,381.5,A_baseline,0.0,381.5,2468316.445,0.0,0.0
PA,M40 Grade of concrete,M40,m3,6470.03,381.5,B_30pct,0.3,290.3,1878249.709,412464.41,91.2
PA,M40 Grade of concrete,M40,m3,6470.03,381.5,C_50pct,0.5,229.5,1484871.885,687440.69,152.0
PA,M35 Grade of concrete,M35,m3,7499.23,356.3,A_baseline,0.0,356.3,2671975.649,0.0,0.0
PA,M35 Grade of concrete,M35,m3,7499.23,356.3,B_30pct,0.3,269.66,2022242.362,478075.91,86.64
PA,M35 Grade of concrete,M35,m3,7499.23,356.3,C_50pct,0.5,211.9,1589086.837,796793.19,144.4
PA,M30 Grade of concrete,M30,m3,31812.842236750013,331.2,A_baseline,0.0,331.2,10536413.349,0.0,0.0
PA,M30 Grade of concrete,M30,m3,31812.842236750013,331.2,B_30pct,0.3,251.4,7997748.538,2028068.69,79.8
PA,M30 Grade of concrete,M30,m3,31812.842236750013,331.2,C_50pct,0.5,198.2,6305305.331,3380114.49,133.0
PA,M50 Grade of concrete - Over & above 2.05W Beam Qty,M50,m3,124.46,420.0,A_baseline,0.0,420.0,52273.2,0.0,0.0
PA,M50 Grade of concrete - Over & above 2.05W Beam Qty,M50,m3,124.46,420.0,B_30pct,0.3,317.4,39503.604,7934.32,102.6
PA,M50 Grade of concrete - Over & above 2.05W Beam Qty,M50,m3,124.46,420.0,C_50pct,0.5,249.0,30990.54,13223.88,171.0
PA,M40 Grade of concrete - Over & above 2.05W Beam Qty,M40,m3,718.9,381.5,A_baseline,0.0,381.5,274260.35,0.0,0.0
PA,M40 Grade of concrete - Over & above 2.05W Beam Qty,M40,m3,718.9,381.5,B_30pct,0.3,290.3,208696.67,45829.87,91.2
PA,M40 Grade of concrete - Over & above 2.05W Beam Qty,M40,m3,718.9,381.5,C_50pct,0.5,229.5,164987.55,76383.12,152.0
PA,M35 Grade of concrete - Over & above 2.05W Beam Qty,M35,m3,858.25,356.3,A_baseline,0.0,356.3,305794.475,0.0,0.0
PA,M35 Grade of concrete - Over & above 2.05W Beam Qty,M35,m3,858.25,356.3,B_30pct,0.3,269.66,231435.695,54713.44,86.64
PA,M35 Grade of concrete - Over & above 2.05W Beam Qty,M35,m3,858.25,356.3,C_50pct,0.5,211.9,181863.175,91189.06,144.4
PA,Laying of M-20 grade Concrete for Micro pile inside complete. Site Mix/RMC.,M20,m3,25.05,284.9,A_baseline,0.0,284.9,7136.745,0.0,0.0
PA,Laying of M-20 grade Concrete for Micro pile inside complete. Site Mix/RMC.,M20,m3,25.05,284.9,B_30pct,0.3,216.5,5423.325,1596.94,68.4
PA,Laying of M-20 grade Concrete for Micro pile inside complete. Site Mix/RMC.,M20,m3,25.05,284.9,C_50pct,0.5,170.9,4281.045,2661.56,114.0
PA,Basement - 2 (for Basement beyond Tower),M25,m3,405.0,301.8,A_baseline,0.0,301.8,122229.0,0.0,0.0
PA,Basement - 2 (for Basement beyond Tower),M25,m3,405.0,301.8,B_30pct,0.3,228.84,92680.2,25818.75,72.96
PA,Basement - 2 (for Basement beyond Tower),M25,m3,405.0,301.8,C_50pct,0.5,180.2,72981.0,43031.25,121.6
PA,Basement - 1 (for Basement beyond Tower),M25,m3,405.0,301.8,A_baseline,0.0,301.8,122229.0,0.0,0.0
PA,Basement - 1 (for Basement beyond Tower),M25,m3,405.0,301.8,B_30pct,0.3,228.84,92680.2,25818.75,72.96
PA,Basement - 1 (for Basement beyond Tower),M25,m3,405.0,301.8,C_50pct,0.5,180.2,72981.0,43031.25,121.6
